category,subcategory,name,rasa_taste,virya_potency,vipaka_post_digestive,properties,dosha_effect,therapeutic_uses,contraindications,condition_disease,treatment_type,formulation_ingredients,preparation_method,dosage,diet_recommendation,lifestyle_recommendation,season,dosha_involved,symptom,prognosis,principle,source_reference,training_prompt,training_response
disease_causation,nidana,Ama (Undigested food metabolite),,,,,,,,Ama (Undigested food metabolite),,,,,,,,,,,"Formed when Agni is impaired: undigested, sticky, foul-smelling, blocks channels. Acts as root of most chronic diseases. Precedes all pathological processes. Signs: coated tongue, morning fatigue, lack of appetite, feeling of heaviness after eating, mental fog, body odor. Treatment: Agni-kindling herbs and fasting","Su28, Vi2",What does Charaka Samhita say about Ama (Undigested food metabolite) as a cause of disease?,"Ama (Undigested food metabolite): Formed when Agni is impaired: undigested, sticky, foul-smelling, blocks channels. Acts as root of most chronic diseases. Precedes all pathological processes. Signs: coated tongue, morning fatigue, lack of appetite, feeling of heaviness after eating, mental fog, body odor. Treatment: Agni-kindling herbs and fasting. Source: Su28, Vi2."
disease_causation,nidana,Viharajanya (Lifestyle-related causes),,,,,,,,Viharajanya (Lifestyle-related causes),,,,,,,,,,,"Suppression of natural urges (major cause of Vata diseases); overexertion; inadequate exercise; improper postures; inappropriate sleep habits (daytime sleep, insufficient sleep); contaminated environment; overindulgence in pleasure; sexual excess","Su7, Su11",What does Charaka Samhita say about Viharajanya (Lifestyle-related causes) as a cause of disease?,"Viharajanya (Lifestyle-related causes): Suppression of natural urges (major cause of Vata diseases); overexertion; inadequate exercise; improper postures; inappropriate sleep habits (daytime sleep, insufficient sleep); contaminated environment; overindulgence in pleasure; sexual excess. Source: Su7, Su11."
disease_causation,nidana,Aharajanya (Diet-related causes),,,,,,,,Aharajanya (Diet-related causes),,,,,,,,,,,"Antagonistic foods; foods contrary to constitution or season; excessive or deficient eating; improper timing of meals; eating before previous meal digests; eating when not hungry; eating excessively heavy, cold, dry, raw or stale food; repeatedly heating food","Su26, Su28",What does Charaka Samhita say about Aharajanya (Diet-related causes) as a cause of disease?,"Aharajanya (Diet-related causes): Antagonistic foods; foods contrary to constitution or season; excessive or deficient eating; improper timing of meals; eating before previous meal digests; eating when not hungry; eating excessively heavy, cold, dry, raw or stale food; repeatedly heating food. Source: Su26, Su28."
disease_causation,nidana,Manasika (Mental/psychological causes),,,,,,,,Manasika (Mental/psychological causes),,,,,,,,,,,"Excessive grief (shoka), anger (krodha), fear (bhaya), lust (kama), greed (lobha), attachment (moha), envy (irshya), pride (mada) - these mental derangements directly cause both mental and physical diseases through mind-body connection. Mental causes often precede and perpetuate physical disease","Sa1, Su11",What does Charaka Samhita say about Manasika (Mental/psychological causes) as a cause of disease?,"Manasika (Mental/psychological causes): Excessive grief (shoka), anger (krodha), fear (bhaya), lust (kama), greed (lobha), attachment (moha), envy (irshya), pride (mada) - these mental derangements directly cause both mental and physical diseases through mind-body connection. Mental causes often precede and perpetuate physical disease. Source: Sa1, Su11."
disease_causation,nidana,Daivaja (Exogenous/karmic causes),,,,,,,,Daivaja (Exogenous/karmic causes),,,,,,,,,,,"Diseases arising from exogenous factors: infection, toxins, spirits, seasonal disasters, past karmic actions. These require divine therapy (mantras, gems, auspicious acts) in addition to rational therapy. Some exogenous diseases are beyond rational treatment. Epidemics (janpadoddhwamsa) arise from vitiation of air, water, land and season simultaneously",Vi3,What does Charaka Samhita say about Daivaja (Exogenous/karmic causes) as a cause of disease?,"Daivaja (Exogenous/karmic causes): Diseases arising from exogenous factors: infection, toxins, spirits, seasonal disasters, past karmic actions. These require divine therapy (mantras, gems, auspicious acts) in addition to rational therapy. Some exogenous diseases are beyond rational treatment. Epidemics (janpadoddhwamsa) arise from vitiation of air, water, land and season simultaneously. Source: Vi3."
diagnosis,symptom_patterns,Vata disorder symptoms (Vataja lakshana),,,,,,,,,,,,,,,,,"Dryness, roughness, blackish discoloration, emaciation, tremors, stiffness, pain, constipation, reduced or absent sense functions, fatigue, insomnia, restlessness, delirium, delusion, irregular activity, cracking sounds in joints, bloating, poor circulation, cold extremities",,"Dryness, roughness, blackish discoloration, emaciation, tremors, stiffness, pain, constipation, reduced or absent sense functions, fatigue, insomnia, restlessness, delirium, delusion, irregular activity, cracking sounds in joints, bloating, poor circulation, cold extremities","Su18, Ci28",What are the signs and symptoms of Vata disorder symptoms (Vataja lakshana) according to Charaka Samhita?,"Vata disorder symptoms (Vataja lakshana): Dryness, roughness, blackish discoloration, emaciation, tremors, stiffness, pain, constipation, reduced or absent sense functions, fatigue, insomnia, restlessness, delirium, delusion, irregular activity, cracking sounds in joints, bloating, poor circulation, cold extremities. Source: Su18, Ci28."
diagnosis,symptom_patterns,Pitta disorder symptoms (Pittaja lakshana),,,,,,,,,,,,,,,,,"Yellowish/greenish/bluish discoloration, burning sensations, hyperacidity, excessive thirst, fever, redness, inflammation, anger, sharp vision, foul smell from body, excessive sweating, bleeding disorders, skin eruptions, quick intellect but irritable",,"Yellowish/greenish/bluish discoloration, burning sensations, hyperacidity, excessive thirst, fever, redness, inflammation, anger, sharp vision, foul smell from body, excessive sweating, bleeding disorders, skin eruptions, quick intellect but irritable","Su18, Vi6",What are the signs and symptoms of Pitta disorder symptoms (Pittaja lakshana) according to Charaka Samhita?,"Pitta disorder symptoms (Pittaja lakshana): Yellowish/greenish/bluish discoloration, burning sensations, hyperacidity, excessive thirst, fever, redness, inflammation, anger, sharp vision, foul smell from body, excessive sweating, bleeding disorders, skin eruptions, quick intellect but irritable. Source: Su18, Vi6."
diagnosis,symptom_patterns,Kapha disorder symptoms (Kaphaja lakshana),,,,,,,,,,,,,,,,,"Heaviness, pallor/white color, coldness, excessive mucus, lethargy, excessive sleep, edema, obesity, slow digestion, sweetness in mouth, excessive salivation, attachment, calm temperament, strong bones, good immunity when balanced",,"Heaviness, pallor/white color, coldness, excessive mucus, lethargy, excessive sleep, edema, obesity, slow digestion, sweetness in mouth, excessive salivation, attachment, calm temperament, strong bones, good immunity when balanced","Su18, Vi6",What are the signs and symptoms of Kapha disorder symptoms (Kaphaja lakshana) according to Charaka Samhita?,"Kapha disorder symptoms (Kaphaja lakshana): Heaviness, pallor/white color, coldness, excessive mucus, lethargy, excessive sleep, edema, obesity, slow digestion, sweetness in mouth, excessive salivation, attachment, calm temperament, strong bones, good immunity when balanced. Source: Su18, Vi6."
diagnosis,symptom_patterns,Ama (toxins) signs,,,,,,,,,,,,,,,,,"Srotorhodha (channel blockage), gauravam (heaviness), anagni (low digestive fire), alasya (laziness), apakti (indigestion), nishteeva (excessive salivation), pallor, coated tongue (especially at root), morning weakness, body ache especially after waking, undigested food in stool, foul-smelling stools",,"Srotorhodha (channel blockage), gauravam (heaviness), anagni (low digestive fire), alasya (laziness), apakti (indigestion), nishteeva (excessive salivation), pallor, coated tongue (especially at root), morning weakness, body ache especially after waking, undigested food in stool, foul-smelling stools","Su28, Vi2",What are the signs and symptoms of Ama (toxins) signs according to Charaka Samhita?,"Ama (toxins) signs: Srotorhodha (channel blockage), gauravam (heaviness), anagni (low digestive fire), alasya (laziness), apakti (indigestion), nishteeva (excessive salivation), pallor, coated tongue (especially at root), morning weakness, body ache especially after waking, undigested food in stool, foul-smelling stools. Source: Su28, Vi2."
diagnosis,symptom_patterns,Ojas depletion signs,,,,,,,,,,,,,,,,,"Fearfulness, weakness, worry, sensory dysfunctions, poor complexion, dejection, poor thinking, emaciation. Severe ojas loss: unconsciousness, confusion, death. Ojas depletion causes: excessive sex, overexertion, fasting, injury, grief, suppression of natural urges, poor diet",,"Fearfulness, weakness, worry, sensory dysfunctions, poor complexion, dejection, poor thinking, emaciation. Severe ojas loss: unconsciousness, confusion, death. Ojas depletion causes: excessive sex, overexertion, fasting, injury, grief, suppression of natural urges, poor diet",Su17,What are the signs and symptoms of Ojas depletion signs according to Charaka Samhita?,"Ojas depletion signs: Fearfulness, weakness, worry, sensory dysfunctions, poor complexion, dejection, poor thinking, emaciation. Severe ojas loss: unconsciousness, confusion, death. Ojas depletion causes: excessive sex, overexertion, fasting, injury, grief, suppression of natural urges, poor diet. Source: Su17."
diagnosis,symptom_patterns,Agni (digestive fire) status signs,,,,,,,,,,,,,,,,,"Sama Agni (balanced): proper digestion in normal time, regular hunger, good energy after eating. Vishama Agni (Vata): irregular digestion, sometimes fast sometimes slow, bloating, gas. Tikshna Agni (Pitta): hyperacidity, quick digestion, irritability when hungry. Manda Agni (Kapha): slow digestion, heaviness after eating, excessive sleep, obesity",,"Sama Agni (balanced): proper digestion in normal time, regular hunger, good energy after eating. Vishama Agni (Vata): irregular digestion, sometimes fast sometimes slow, bloating, gas. Tikshna Agni (Pitta): hyperacidity, quick digestion, irritability when hungry. Manda Agni (Kapha): slow digestion, heaviness after eating, excessive sleep, obesity",Vi6,What are the signs and symptoms of Agni (digestive fire) status signs according to Charaka Samhita?,"Agni (digestive fire) status signs: Sama Agni (balanced): proper digestion in normal time, regular hunger, good energy after eating. Vishama Agni (Vata): irregular digestion, sometimes fast sometimes slow, bloating, gas. Tikshna Agni (Pitta): hyperacidity, quick digestion, irritability when hungry. Manda Agni (Kapha): slow digestion, heaviness after eating, excessive sleep, obesity. Source: Vi6."
diagnosis,symptom_patterns,Signs of good health (Swastha lakshana),,,,,,,,,,,,,,,,,"Balanced doshas, balanced digestive fire, balanced dhatus, balanced malas (elimination), pleasant soul, mind and senses. Specific signs: proper elimination daily, good energy, clear complexion, bright eyes, good voice, healthy appetite, sound sleep, mental clarity, emotional balance, longevity",,"Balanced doshas, balanced digestive fire, balanced dhatus, balanced malas (elimination), pleasant soul, mind and senses. Specific signs: proper elimination daily, good energy, clear complexion, bright eyes, good voice, healthy appetite, sound sleep, mental clarity, emotional balance, longevity","Su1, Su9",What are the signs and symptoms of Signs of good health (Swastha lakshana) according to Charaka Samhita?,"Signs of good health (Swastha lakshana): Balanced doshas, balanced digestive fire, balanced dhatus, balanced malas (elimination), pleasant soul, mind and senses. Specific signs: proper elimination daily, good energy, clear complexion, bright eyes, good voice, healthy appetite, sound sleep, mental clarity, emotional balance, longevity. Source: Su1, Su9."
diagnosis,symptom_patterns,Pradhan (cardinal/main) symptoms of diseases,,,,,,,,,,,,,,,,,Each disease has specific cardinal symptoms (rupa): Jwara = fever. Atisara = loose stools. Prameha = turbid urine. Kustha = skin discoloration. Kasa = cough. Shwasa = dyspnoea. Hridroga = chest pain and palpitations. Grahani = alternating bowel habits. Identify disease by these cardinal symptoms before proceeding to treatment,,Each disease has specific cardinal symptoms (rupa): Jwara = fever. Atisara = loose stools. Prameha = turbid urine. Kustha = skin discoloration. Kasa = cough. Shwasa = dyspnoea. Hridroga = chest pain and palpitations. Grahani = alternating bowel habits. Identify disease by these cardinal symptoms before proceeding to treatment,Ni1,What are the signs and symptoms of Pradhan (cardinal/main) symptoms of diseases according to Charaka Samhita?,Pradhan (cardinal/main) symptoms of diseases: Each disease has specific cardinal symptoms (rupa): Jwara = fever. Atisara = loose stools. Prameha = turbid urine. Kustha = skin discoloration. Kasa = cough. Shwasa = dyspnoea. Hridroga = chest pain and palpitations. Grahani = alternating bowel habits. Identify disease by these cardinal symptoms before proceeding to treatment. Source: Ni1.
rasayana,rejuvenation_therapy,Kutipraveshika rasayana (Indoor rejuvenation),,,,,,"Most potent form of Rasayana. Patient lives in specially built cottage (kuti) isolated from sun, wind and cold for 1-3 months. Complete rest and purification, then takes rasayana medicines in progressive doses. Results: longevity, freedom from disease, supreme intelligence, supreme strength, youthful appearance, all senses perfect. Only for those with proper resources",,,rasayana,,,,,,,,,,"Most potent form of Rasayana. Patient lives in specially built cottage (kuti) isolated from sun, wind and cold for 1-3 months. Complete rest and purification, then takes rasayana medicines in progressive doses. Results: longevity, freedom from disease, supreme intelligence, supreme strength, youthful appearance, all senses perfect. Only for those with proper resources",Ci1,Describe the Ayurvedic Rasayana therapy Kutipraveshika rasayana (Indoor rejuvenation) from Charaka Samhita.,"Kutipraveshika rasayana (Indoor rejuvenation): Most potent form of Rasayana. Patient lives in specially built cottage (kuti) isolated from sun, wind and cold for 1-3 months. Complete rest and purification, then takes rasayana medicines in progressive doses. Results: longevity, freedom from disease, supreme intelligence, supreme strength, youthful appearance, all senses perfect. Only for those with proper resources. Source: Ci1."
rasayana,rejuvenation_therapy,Vatatapika rasayana (Outdoor rejuvenation),,,,,,"Less intensive but practical form. Patient lives at home but follows strict regimen: purification first, then daily rasayana medicines (Chyavanprash, amalaki, ashwagandha etc.) with milk, ghee. No isolation required. Results are less dramatic but still significant. Suitable for most people",,,rasayana,,,,,,,,,,"Less intensive but practical form. Patient lives at home but follows strict regimen: purification first, then daily rasayana medicines (Chyavanprash, amalaki, ashwagandha etc.) with milk, ghee. No isolation required. Results are less dramatic but still significant. Suitable for most people",Ci1,Describe the Ayurvedic Rasayana therapy Vatatapika rasayana (Outdoor rejuvenation) from Charaka Samhita.,"Vatatapika rasayana (Outdoor rejuvenation): Less intensive but practical form. Patient lives at home but follows strict regimen: purification first, then daily rasayana medicines (Chyavanprash, amalaki, ashwagandha etc.) with milk, ghee. No isolation required. Results are less dramatic but still significant. Suitable for most people. Source: Ci1."
rasayana,rejuvenation_therapy,Amalaki rasayana (Indian gooseberry therapy),,,,,,"Amalaki (Emblica officinalis) is the best single rasayana. Method: take 1-5g fresh amalaki powder or juice with honey and ghee daily for months to years. Or prepare jam with ghee and honey. Benefits: longevity, prevents premature aging, improves all sense organs, intelligence, strength, complexion, voice; prevents hair loss, premature greying; anti-oxidant",,,rasayana,,,,,,,,,,"Amalaki (Emblica officinalis) is the best single rasayana. Method: take 1-5g fresh amalaki powder or juice with honey and ghee daily for months to years. Or prepare jam with ghee and honey. Benefits: longevity, prevents premature aging, improves all sense organs, intelligence, strength, complexion, voice; prevents hair loss, premature greying; anti-oxidant",Ci1,Describe the Ayurvedic Rasayana therapy Amalaki rasayana (Indian gooseberry therapy) from Charaka Samhita.,"Amalaki rasayana (Indian gooseberry therapy): Amalaki (Emblica officinalis) is the best single rasayana. Method: take 1-5g fresh amalaki powder or juice with honey and ghee daily for months to years. Or prepare jam with ghee and honey. Benefits: longevity, prevents premature aging, improves all sense organs, intelligence, strength, complexion, voice; prevents hair loss, premature greying; anti-oxidant. Source: Ci1."
rasayana,rejuvenation_therapy,Haritaki rasayana (Chebulic myrobalan therapy),,,,,,"Haritaki (Terminalia chebula) taken in seasonal rotation with different vehicles: Vasanta (spring) with honey, Grishma (summer) with jaggery, Varsha (rainy) with rock salt, Sharad (autumn) with sugar, Hemanta (early winter) with ginger, Shishira (late winter) with pippali. Benefits: digestive, rejuvenating, eyesight, intelligence",,,rasayana,,,,,,,,,,"Haritaki (Terminalia chebula) taken in seasonal rotation with different vehicles: Vasanta (spring) with honey, Grishma (summer) with jaggery, Varsha (rainy) with rock salt, Sharad (autumn) with sugar, Hemanta (early winter) with ginger, Shishira (late winter) with pippali. Benefits: digestive, rejuvenating, eyesight, intelligence",Ci1,Describe the Ayurvedic Rasayana therapy Haritaki rasayana (Chebulic myrobalan therapy) from Charaka Samhita.,"Haritaki rasayana (Chebulic myrobalan therapy): Haritaki (Terminalia chebula) taken in seasonal rotation with different vehicles: Vasanta (spring) with honey, Grishma (summer) with jaggery, Varsha (rainy) with rock salt, Sharad (autumn) with sugar, Hemanta (early winter) with ginger, Shishira (late winter) with pippali. Benefits: digestive, rejuvenating, eyesight, intelligence. Source: Ci1."
rasayana,rejuvenation_therapy,Brahma Rasayana (Supreme rejuvenation formula),,,,,,"Main formula for maximum rasayana effect. Ingredients include: amalaki, ashwagandha, shatavari, pippali, haritaki, vibhitaki, brahmi, shatapushpa, vidari and many others cooked in ghee and honey. Take 10g with milk daily for extended period. For intellectual workers, students and those desiring supreme health",,,rasayana,,,,,,,,,,"Main formula for maximum rasayana effect. Ingredients include: amalaki, ashwagandha, shatavari, pippali, haritaki, vibhitaki, brahmi, shatapushpa, vidari and many others cooked in ghee and honey. Take 10g with milk daily for extended period. For intellectual workers, students and those desiring supreme health",Ci1,Describe the Ayurvedic Rasayana therapy Brahma Rasayana (Supreme rejuvenation formula) from Charaka Samhita.,"Brahma Rasayana (Supreme rejuvenation formula): Main formula for maximum rasayana effect. Ingredients include: amalaki, ashwagandha, shatavari, pippali, haritaki, vibhitaki, brahmi, shatapushpa, vidari and many others cooked in ghee and honey. Take 10g with milk daily for extended period. For intellectual workers, students and those desiring supreme health. Source: Ci1."
rasayana,rejuvenation_therapy,Ashwagandha rasayana,,,,,,"Ashwagandha (Withania somnifera) taken as milk decoction (1 tsp in 250ml milk) or jam with ghee and honey for months. Particularly for: Vata diseases, anxiety, insomnia, sexual debility, athletes, elderly, wasting conditions. Adaptogenic: normalizes cortisol, improves thyroid function in modern understanding. Produces strength, vigor, nourishment",,,rasayana,,,,,,,,,,"Ashwagandha (Withania somnifera) taken as milk decoction (1 tsp in 250ml milk) or jam with ghee and honey for months. Particularly for: Vata diseases, anxiety, insomnia, sexual debility, athletes, elderly, wasting conditions. Adaptogenic: normalizes cortisol, improves thyroid function in modern understanding. Produces strength, vigor, nourishment","Ci1, Ci8",Describe the Ayurvedic Rasayana therapy Ashwagandha rasayana from Charaka Samhita.,"Ashwagandha rasayana: Ashwagandha (Withania somnifera) taken as milk decoction (1 tsp in 250ml milk) or jam with ghee and honey for months. Particularly for: Vata diseases, anxiety, insomnia, sexual debility, athletes, elderly, wasting conditions. Adaptogenic: normalizes cortisol, improves thyroid function in modern understanding. Produces strength, vigor, nourishment. Source: Ci1, Ci8."
rasayana,rejuvenation_therapy,Shatavari rasayana (female rejuvenation),,,,,,"Shatavari (Asparagus racemosus) as primary rasayana for women: 1 tsp powder in warm milk daily. Excellent for reproductive health, post-partum, menopause, lactation promotion. Also good for men with Pitta excess. Benefits: aphrodisiac, galactagogue, ojas-building, nourishing, cooling rasayana for V-P types",,,rasayana,,,,,,,,,,"Shatavari (Asparagus racemosus) as primary rasayana for women: 1 tsp powder in warm milk daily. Excellent for reproductive health, post-partum, menopause, lactation promotion. Also good for men with Pitta excess. Benefits: aphrodisiac, galactagogue, ojas-building, nourishing, cooling rasayana for V-P types","Ci1, Ci4",Describe the Ayurvedic Rasayana therapy Shatavari rasayana (female rejuvenation) from Charaka Samhita.,"Shatavari rasayana (female rejuvenation): Shatavari (Asparagus racemosus) as primary rasayana for women: 1 tsp powder in warm milk daily. Excellent for reproductive health, post-partum, menopause, lactation promotion. Also good for men with Pitta excess. Benefits: aphrodisiac, galactagogue, ojas-building, nourishing, cooling rasayana for V-P types. Source: Ci1, Ci4."
rasayana,rejuvenation_therapy,Silajatu (Shilajit) rasayana,,,,,,"Shilajit taken with milk, sesame seeds, iron preparations or other herbs according to condition. Starting dose 500mg increasing gradually. For: diabetes, urinary disorders, joint diseases, wasting, Vata-Kapha diseases. One of the best mineral rasayanas. Detoxified and processed shilajit is essential. Contraindicated with fever and Ama",,,rasayana,,,,,,,,,,"Shilajit taken with milk, sesame seeds, iron preparations or other herbs according to condition. Starting dose 500mg increasing gradually. For: diabetes, urinary disorders, joint diseases, wasting, Vata-Kapha diseases. One of the best mineral rasayanas. Detoxified and processed shilajit is essential. Contraindicated with fever and Ama",Ci1,Describe the Ayurvedic Rasayana therapy Silajatu (Shilajit) rasayana from Charaka Samhita.,"Silajatu (Shilajit) rasayana: Shilajit taken with milk, sesame seeds, iron preparations or other herbs according to condition. Starting dose 500mg increasing gradually. For: diabetes, urinary disorders, joint diseases, wasting, Vata-Kapha diseases. One of the best mineral rasayanas. Detoxified and processed shilajit is essential. Contraindicated with fever and Ama. Source: Ci1."
fundamental_principles,dhatu_theory,Rasa (Plasma/lymph),,,,Element: Water,,"Nourishment of all cells, carries nutrients from digested food, moistening, satisfaction, emotional contentment",,"Pallor, fatigue, heart disorders, dry skin, decreased lactation, fainting, loss of relish",,,,,"Sweet taste especially milk, ghee, sweet fruits, amalaki",,,,,,"Rasa (Plasma/lymph) functions: Nourishment of all cells, carries nutrients from digested food, moistening, satisfaction, emotional contentment; Disorders when impaired: Pallor, fatigue, heart disorders, dry skin, decreased lactation, fainting, loss of relish","Su17, Su28",What is Rasa (Plasma/lymph) dhatu according to Charaka Samhita? What are its functions and what happens when it is impaired?,"Rasa (Plasma/lymph) dhatu is associated with Water element. Functions: Nourishment of all cells, carries nutrients from digested food, moistening, satisfaction, emotional contentment. When impaired causes: Pallor, fatigue, heart disorders, dry skin, decreased lactation, fainting, loss of relish. Nourishing foods: Sweet taste especially milk, ghee, sweet fruits, amalaki. Source: Su17, Su28."
fundamental_principles,dhatu_theory,Rakta (Blood),,,,Element: Fire,,"Oxygenation, vitality, color/complexion, fire-like metabolic activity, life force circulation",,"Skin diseases (kustha), abscesses, tumors, erysipelas, jaundice, loss of complexion, burning sensations, bleeding disorders",,,,,"Pomegranate, grapes, red lentils, beets, amalaki, liver-supporting herbs",,,,,,"Rakta (Blood) functions: Oxygenation, vitality, color/complexion, fire-like metabolic activity, life force circulation; Disorders when impaired: Skin diseases (kustha), abscesses, tumors, erysipelas, jaundice, loss of complexion, burning sensations, bleeding disorders","Su17, Su24",What is Rakta (Blood) dhatu according to Charaka Samhita? What are its functions and what happens when it is impaired?,"Rakta (Blood) dhatu is associated with Fire element. Functions: Oxygenation, vitality, color/complexion, fire-like metabolic activity, life force circulation. When impaired causes: Skin diseases (kustha), abscesses, tumors, erysipelas, jaundice, loss of complexion, burning sensations, bleeding disorders. Nourishing foods: Pomegranate, grapes, red lentils, beets, amalaki, liver-supporting herbs. Source: Su17, Su24."
fundamental_principles,dhatu_theory,Mamsa (Muscle),,,,Element: Earth,,"Movement, protection of vital organs, physical strength, body covering, stability",,"Tumor growths in muscles, myalgia, muscle wasting, excessive muscular hypertrophy",,,,,"Meat (especially wild/carnivorous for wasting), black gram, wheat, sesame",,,,,,"Mamsa (Muscle) functions: Movement, protection of vital organs, physical strength, body covering, stability; Disorders when impaired: Tumor growths in muscles, myalgia, muscle wasting, excessive muscular hypertrophy",Su17,What is Mamsa (Muscle) dhatu according to Charaka Samhita? What are its functions and what happens when it is impaired?,"Mamsa (Muscle) dhatu is associated with Earth element. Functions: Movement, protection of vital organs, physical strength, body covering, stability. When impaired causes: Tumor growths in muscles, myalgia, muscle wasting, excessive muscular hypertrophy. Nourishing foods: Meat (especially wild/carnivorous for wasting), black gram, wheat, sesame. Source: Su17."
fundamental_principles,dhatu_theory,Meda (Fat/adipose),,,,Element: Water,,"Lubrication, oleation of channels, supports stability and patience, nourishes bones",,"Obesity, tumors, lipid disorders, excessive sweating, breathlessness, liver enlargement",,,,,"Dairy, oils, ghee; reduce with bitter, pungent, dry foods",,,,,,"Meda (Fat/adipose) functions: Lubrication, oleation of channels, supports stability and patience, nourishes bones; Disorders when impaired: Obesity, tumors, lipid disorders, excessive sweating, breathlessness, liver enlargement","Su17, Su21",What is Meda (Fat/adipose) dhatu according to Charaka Samhita? What are its functions and what happens when it is impaired?,"Meda (Fat/adipose) dhatu is associated with Water element. Functions: Lubrication, oleation of channels, supports stability and patience, nourishes bones. When impaired causes: Obesity, tumors, lipid disorders, excessive sweating, breathlessness, liver enlargement. Nourishing foods: Dairy, oils, ghee; reduce with bitter, pungent, dry foods. Source: Su17, Su21."
fundamental_principles,dhatu_theory,Asthi (Bone),,,,Element: Earth,,"Support, protection of soft organs (brain, spinal cord), movement, produces hair and nails",,"Bone pain, joint crepitation, tooth disorders, hair loss, nail brittleness, bone tumors",,,,,"Sesame, milk, calcium-rich foods, bone broth, ashwagandha",,,,,,"Asthi (Bone) functions: Support, protection of soft organs (brain, spinal cord), movement, produces hair and nails; Disorders when impaired: Bone pain, joint crepitation, tooth disorders, hair loss, nail brittleness, bone tumors",Su17,What is Asthi (Bone) dhatu according to Charaka Samhita? What are its functions and what happens when it is impaired?,"Asthi (Bone) dhatu is associated with Earth element. Functions: Support, protection of soft organs (brain, spinal cord), movement, produces hair and nails. When impaired causes: Bone pain, joint crepitation, tooth disorders, hair loss, nail brittleness, bone tumors. Nourishing foods: Sesame, milk, calcium-rich foods, bone broth, ashwagandha. Source: Su17."
fundamental_principles,dhatu_theory,Majja (Bone marrow/nervous tissue),,,,Element: Water,,"Fills bones, nourishes shukra, promotes oiliness, strength and knowledge",,"Weakness, fainting, loss of consciousness, numbness, bone hollowness, impaired intellect",,,,,"Ghee, milk, ashwagandha, brahmi, shatavari, heavy nourishing foods",,,,,,"Majja (Bone marrow/nervous tissue) functions: Fills bones, nourishes shukra, promotes oiliness, strength and knowledge; Disorders when impaired: Weakness, fainting, loss of consciousness, numbness, bone hollowness, impaired intellect",Su17,What is Majja (Bone marrow/nervous tissue) dhatu according to Charaka Samhita? What are its functions and what happens when it is impaired?,"Majja (Bone marrow/nervous tissue) dhatu is associated with Water element. Functions: Fills bones, nourishes shukra, promotes oiliness, strength and knowledge. When impaired causes: Weakness, fainting, loss of consciousness, numbness, bone hollowness, impaired intellect. Nourishing foods: Ghee, milk, ashwagandha, brahmi, shatavari, heavy nourishing foods. Source: Su17."
fundamental_principles,dhatu_theory,Shukra (Reproductive tissue/semen/ovum),,,,Element: Water,,"Reproduction, sexual vitality, highest manifestation of ojas, supreme nourishment",,"Infertility, sexual disorders, impotence, no semen, premature ejaculation, emotional instability",,,,,"Milk, ghee, ashwagandha, shatavari, kapikacchu (mucuna), vidarikanda, safe aphrodisiacs",,,,,,"Shukra (Reproductive tissue/semen/ovum) functions: Reproduction, sexual vitality, highest manifestation of ojas, supreme nourishment; Disorders when impaired: Infertility, sexual disorders, impotence, no semen, premature ejaculation, emotional instability","Su17, Ci2",What is Shukra (Reproductive tissue/semen/ovum) dhatu according to Charaka Samhita? What are its functions and what happens when it is impaired?,"Shukra (Reproductive tissue/semen/ovum) dhatu is associated with Water element. Functions: Reproduction, sexual vitality, highest manifestation of ojas, supreme nourishment. When impaired causes: Infertility, sexual disorders, impotence, no semen, premature ejaculation, emotional instability. Nourishing foods: Milk, ghee, ashwagandha, shatavari, kapikacchu (mucuna), vidarikanda, safe aphrodisiacs. Source: Su17, Ci2."
mental_health,manas_chikitsa,Three mental doshas (Manasa doshas),,,,,,,,,psychological/mental therapy,,,,,,,,,,"Rajas (momentum, desire, action) and Tamas (inertia, dullness, darkness) are the two main mental doshas. Sattva (peaceful, clear, balanced, with knowledge) is the balanced state. Rajas and Tamas in excess cause mental disease. Treatment: Sattvavajaya - control through knowledge, restraint, memory and concentration",Su1#57-58,What does Charaka Samhita say about Three mental doshas (Manasa doshas)?,"Three mental doshas (Manasa doshas): Rajas (momentum, desire, action) and Tamas (inertia, dullness, darkness) are the two main mental doshas. Sattva (peaceful, clear, balanced, with knowledge) is the balanced state. Rajas and Tamas in excess cause mental disease. Treatment: Sattvavajaya - control through knowledge, restraint, memory and concentration. Source: Su1#57-58."
mental_health,manas_chikitsa,Sattvavajaya (Psychotherapy),,,,,,,,,psychological/mental therapy,,,,,,,,,,"The Ayurvedic system of psychotherapy: restraint (samyama), memory (smriti), concentration (dharana), reasoning (yukti), knowledge (jnana). Practical methods: company of virtuous persons (satpurusha seva), study of scriptures, yoga and meditation, righteous action, devotion, gratitude, service to teachers. This controls mental doshas Rajas and Tamas","Su1#58, Su11",What does Charaka Samhita say about Sattvavajaya (Psychotherapy)?,"Sattvavajaya (Psychotherapy): The Ayurvedic system of psychotherapy: restraint (samyama), memory (smriti), concentration (dharana), reasoning (yukti), knowledge (jnana). Practical methods: company of virtuous persons (satpurusha seva), study of scriptures, yoga and meditation, righteous action, devotion, gratitude, service to teachers. This controls mental doshas Rajas and Tamas. Source: Su1#58, Su11."
